"","State","GovUnit","Type","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","FoodWaste","Households","HHServedTrash","HHServedRecycling","HHServedYard","TrashServiceType","RecyclingServiceType","YardWasteServiceType","FoodService","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","EnforceRecycling","RecyclingEnforcePersonnel","Private Hauler regulations that require recycling","SwapShop","PropertyTax","AnnualFee","TransferStationAccessFee","Per-VisitFee","PAYT/SMART","TipFee","CurbsideFee","DropoffFee","PerHouseCharge","Population","PopulationDensity","MedIncome","AvgIncome","Gini","PctLessHS","PctHS","PctBachelororMore"
"702","NC","OAK CITY","Municipality",NA,NA,NA,NA,NA,NA,187,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,265,264.201690047671,50417,44884,0.223,9.6,83.6,6.8
"703","NC","OAK ISLAND","Municipality",775,2632.85,NA,NA,6841,NA,3881,10738,10738,10738,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,8448,438.403214381276,71193,93638,0.4414,4.5,55.9,39.5
"704","NC","OAK RIDGE","Municipality",2710.39,871.81,22.86,0,0,NA,2298,2666,2106,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,7488,454.671244316358,124342,140222,0.3683,1,49.1,49.8
"705","NC","OAKBORO","Municipality",823.49,165.25,NA,NA,NA,NA,929,NA,930,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2129,858.595065883578,62141,71183,0.3548,10,69.3,20.7
"706","NC","OCEAN ISLE BEACH","Municipality",1015,836,400,0,0,NA,379,2719,2719,2719,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,872,233.05652005475,93750,128172,0.4995,1.1,42.6,56.3
"707","NC","OLD FORT","Municipality",388.21,NA,NA,NA,NA,NA,336,482,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,810,663.465872999102,28269,45042,0.4811,21.9,71.9,6.1
"708","NC","ORIENTAL","Municipality",474.77,167.97,203.47,0,0,NA,611,687,687,687,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,878,613.947224207076,62734,75367,0.415,0.7,47.2,52
"709","NC","ORRUM","Municipality",NA,NA,NA,NA,NA,NA,32,40,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,59,123.374788271469,26250,38619,0.4237,24.1,70.4,5.6
"710","NC","OSSIPEE","Municipality",133.26,58.31,NA,NA,NA,NA,184,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,538,886.643027754825,49318,53629,0.3588,24.6,64.6,10.9
"711","NC","OXFORD","Municipality",2459.96,444.72,NA,NA,2496,NA,3607,3238,3238,3238,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,8632,1385.10438619784,39059,54743,0.4511,13.3,64.2,22.5
"712","NC","PANTEGO","Municipality",NA,NA,NA,NA,NA,NA,97,85,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,164,204.308924674423,88125,82237,0.3782,8.9,61.2,29.9
"713","NC","PARKTON","Municipality",166.2,92.53,0,73.45,0,NA,182,252,252,260,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,501,642.380104615926,50000,61120,0.4013,14.5,68.6,16.8
"714","NC","PARMELE","Municipality",NA,NA,0,23.94,-0.0300000000000011,NA,132,NA,0,10,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,242,208.960046665202,25000,34645,0.3617,11.4,73.2,15.5
"715","NC","PATTERSON SPRINGS","Municipality",171.29,NA,NA,NA,NA,NA,314,185,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,573,604.417512211809,35938,51230,0.5844,12.1,77.8,10.1
"716","NC","PEACHLAND","Municipality",NA,NA,NA,NA,NA,NA,149,NA,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,390,386.915731204374,42813,59950,0.4327,26,65.8,8.1
"717","NC","PELETIER","Municipality",NA,NA,NA,NA,NA,NA,312,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,768,212.27951680985,37885,43686,0.4234,5.3,78.7,15.9
"718","NC","PEMBROKE","Municipality",4342.35,130.06,0,111.63,9.72,NA,852,779,390,779,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2807,883.022094523902,21786,33741,0.5396,20.2,56.5,23.2
"719","NC","PIKEVILLE","Municipality",NA,NA,52.95,0,NA,NA,289,NA,NA,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,710,940.210804887851,49659,60888,0.4196,20.5,60.8,18.7
"720","NC","PILOT MOUNTAIN","Municipality",571.61,60.81,1750,0,0,NA,751,565,565,565,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1440,707.262018841064,35306,58373,0.5297,17.3,56.4,26.3
"721","NC","PINE KNOLL SHORES","Municipality",708.2,313.91,NA,NA,886,NA,635,1157,1387,1022,-1,0,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1386,627.515020593483,82361,111195,0.4439,0.6,43.3,56
"722","NC","PINE LEVEL","Municipality",1118.02,28.56,266.94,0,0,NA,777,895,650,895,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,1,0,NA,NA,1,2062,1199.48276752502,50341,55076,0.3534,16.3,67.5,16.2
"723","NC","PINEBLUFF","Municipality",554.98,NA,0,747.34,0,NA,672,630,0,NA,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1479,565.683476996738,61023,63800,0.2875,5.4,73.4,21.2
"724","NC","PINEHURST","Municipality",5670.9,1017.74,2274.66,0,0,NA,NA,8789,8789,8789,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,17651,1056.42968615192,NA,NA,NA,NA,NA,NA
"725","NC","PINETOPS","Municipality",977.2,96.99,0,228,0,NA,625,552,552,552,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,1196,1191.93915524432,38777,52059,0.4587,23.4,63.3,13.3
"726","NC","PINEVILLE","Municipality",1912.28,277.3,311.9,0,0.0900000000000318,NA,3602,2315,2315,2315,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,10628,1600.37339784823,53873,71312,0.442,5,53.3,41.7
"727","NC","PINK HILL","Municipality",319.84,NA,NA,NA,NA,NA,279,229,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,450,968.886303214173,36211,40292,0.3826,30.8,55.2,14
"728","NC","PITTSBORO","Municipality",1295,326,319,0,0,NA,1861,1750,NA,NA,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4556,942.683634235658,42114,64896,0.4497,6.1,53.1,40.8
"729","NC","PLEASANT GARDEN","Municipality",NA,NA,NA,NA,NA,NA,1657,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,5009,333.333404706519,83266,92264,0.4023,6.6,69.5,23.8
"730","NC","PLYMOUTH","Municipality",2012.56,NA,0,720.57,0,NA,1573,1550,0,1550,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,3300,819.026489930729,17594,37523,0.5848,22.4,70.9,6.7
"731","NC","POLKTON","Municipality",279,NA,NA,NA,NA,NA,499,348,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2249,736.496618314604,43875,49284,0.3578,23.7,71.5,4.9
"732","NC","POLKVILLE","Municipality",NA,NA,NA,NA,NA,NA,189,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,517,277.511225227559,41328,45337,0.4058,15.9,64.3,19.9
"733","NC","POLLOCKSVILLE","Municipality",NA,NA,NA,NA,NA,NA,114,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,266,847.14445240407,36250,39898,0.4148,1.9,75.8,22.3
"734","NC","POWELLSVILLE","Municipality",NA,NA,NA,NA,NA,NA,140,160,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,188,527.077941403715,36000,39545,0.2337,14.5,72.8,12.7
"735","NC","PRINCETON","Municipality",749.01,24.77,0,211.21,0,NA,577,673,673,673,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1326,1164.6569924904,31349,49527,0.4651,25.5,56.2,18.2
"736","NC","PRINCEVILLE","Municipality",945.57,13.67,945.57,0,NA,NA,719,NA,523,NA,NA,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,1,NA,NA,1,1250,826.103810627048,33325,41380,0.4117,26.3,66.7,6.9
"737","NC","PROCTORVILLE","Municipality",NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,120,264.376448302173,NA,39736,0.4311,5.7,83.4,10.8
"738","NC","RAEFORD","Municipality",1370.04,702.5,NA,NA,11232,NA,1814,2500,2500,2500,-1,0,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4553,1062.74332417502,34231,48729,0.4807,14.3,66,19.6
"739","NC","RALEIGH","Municipality",100489.65,30205.05,35875,0,-23054,NA,187517,123301,184460,123301,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,468977,3187.80666514885,69720,98016,0.4682,7.7,40.8,51.4
"740","NC","RAMSEUR","Municipality",669.4,NA,138,0,0,NA,680,806,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1776,891.765785921411,23542,33229,0.4233,19.1,70.8,10.1
"741","NC","RANDLEMAN","Municipality",2054.9,NA,9,0,NA,NA,1444,2465,0,NA,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,4608,1134.04074491914,57598,69467,0.4582,20.6,63.6,15.7
"742","NC","RANLO","Municipality",2104.16,NA,NA,NA,250,NA,1262,1700,0,1700,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4525,2489.36548190915,66360,72148,0.3983,12.8,72.7,14.4
"743","NC","RAYNHAM","Municipality",NA,NA,NA,NA,NA,NA,24,25,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,60,493.008656618212,NA,49992,0.5413,10.8,81,8.1
"744","NC","RED CROSS","Municipality",430,41,NA,NA,NA,NA,337,314,314,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,762,212.934211039792,39777,55568,0.4066,9.8,81.9,8.3
"745","NC","RED OAK","Municipality",NA,NA,NA,NA,NA,NA,1479,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3344,171.2156000622,73010,102345,0.4678,5.7,59.8,34.4
"746","NC","RED SPRINGS","Municipality",1212.2,793.04,NA,NA,17280,NA,1308,1600,1600,1600,-1,1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3069,876.736670662904,24427,36787,0.5044,20.1,58.1,21.8
"747","NC","REIDSVILLE","Municipality",7572,NA,2633,0,20,NA,6466,5600,NA,NA,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,14593,986.651525504515,35802,46732,0.4381,19.4,62.1,18.5
"748","NC","RENNERT","Municipality",NA,NA,NA,NA,NA,NA,166,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,273,247.565631650081,29500,39575,0.5385,25.1,63.5,11.4
"749","NC","RHODHISS","Municipality",436.62,NA,124,0,0,NA,347,446,0,NA,-1,NA,1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,994,836.884983337771,38625,50466,0.4495,26.5,66.5,7
"750","NC","RICH SQUARE","Municipality",NA,NA,NA,NA,NA,NA,340,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,884,286.49274880631,30870,49602,0.498,22.1,64.9,13.1
"751","NC","RICHFIELD","Municipality",NA,NA,NA,NA,NA,NA,297,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,582,240.264611421492,67028,70499,0.3112,6.5,68.5,24.9
"752","NC","RICHLANDS","Municipality",855.61,123.24,NA,NA,611.41,NA,818,921,921,921,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2290,1403.25618931944,52059,64277,0.4326,7.7,73.9,18.5
"753","NC","RIVER BEND","Municipality",72,NA,343.52,0,0,NA,1343,1500,0,1500,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,2897,1152.84918343731,67750,78008,0.3936,7,60.8,32.4
"754","NC","ROANOKE RAPIDS","Municipality",6051.97,65.75,NA,NA,12467,NA,6118,6100,NA,NA,-1,1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,15158,1529.10296777586,38500,53559,0.4842,15,64.8,20.3
"755","NC","ROBBINS","Municipality",5316,NA,500,0,0,NA,558,431,0,431,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1173,736.76885367912,42743,55394,0.482,45.7,49.6,4.8
"756","NC","ROBBINSVILLE","Municipality",312.76,3.64,NA,NA,NA,NA,387,266,50,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,596,897.516308411332,16150,25320,0.4906,45.6,48,6.5
"757","NC","ROBERSONVILLE","Municipality",116,NA,104,0,16,NA,721,880,0,880,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1263,1042.11890975789,41776,49447,0.3779,13.7,73.9,12.5
"758","NC","ROCKINGHAM","Municipality",4271.44,NA,669.87,0,0,NA,3830,4775,0,0,-1,NA,NA,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,9199,1203.59848555373,35909,49717,0.485,11.5,69.4,19
"759","NC","ROCKWELL","Municipality",996.61,NA,NA,NA,NA,NA,815,950,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2308,1358.84072935001,49750,58672,0.3413,13.6,59.6,26.8
"760","NC","ROCKY MOUNT","Municipality",79848.14,2499.73,NA,NA,34309.26,NA,22475,22833,22833,19470,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,54309,1207.29496533694,42691,58455,0.476,14.8,64.1,21.1
"761","NC","ROLESVILLE","Municipality",3314.17,722.72,300,0,0,NA,2595,3586,3586,3586,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,9639,1976.58955957154,126793,128752,0.3442,3,34.6,62.5
"762","NC","RONDA","Municipality",170.94,32.27,NA,NA,NA,NA,238,185,185,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,437,403.12793215044,41250,54871,0.4217,36.2,53.2,10.6
"763","NC","ROPER","Municipality",NA,NA,NA,NA,NA,NA,328,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,482,562.77057482519,19609,25596,0.4422,25,61.2,13.8
"764","NC","ROSE HILL","Municipality",937.07,18.96,0,171.12,0,NA,703,625,80,625,-1,0,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1359,941.652853227504,38359,45346,0.3782,18.9,70.1,10.9
"765","NC","ROSEBORO","Municipality",647.4,26.75,0,339.58,0,NA,450,585,697,697,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1159,801.211406010001,34821,45204,0.4246,21.4,62.8,15.7
"766","NC","ROSMAN","Municipality",NA,NA,NA,NA,NA,NA,438,399,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,699,1280.31983150182,43281,36382,0.3243,18.4,78.6,3.1
"767","NC","ROWLAND","Municipality",NA,NA,NA,NA,NA,NA,496,NA,NA,NA,-1,1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,880,836.321261952639,23000,33223,0.4506,15.6,70.4,14
"768","NC","ROXBORO","Municipality",7986,NA,NA,NA,2000,NA,3455,3495,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,8131,1156.48146886292,32753,56421,0.5555,21.4,65.4,13.3
"769","NC","ROXOBEL","Municipality",NA,NA,NA,NA,NA,NA,87,87,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,186,178.344186726488,NA,46055,0.4691,42.7,47.2,10.1
"770","NC","RURAL HALL","Municipality",955,118,NA,NA,NA,NA,1440,1028,1028,1028,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3357,1177.16993466123,49964,72473,0.4973,10.3,70.6,19.1
"771","NC","RUTH","Municipality",137.19,17.62,NA,NA,NA,NA,244,154,154,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,346,815.338306049239,38750,43108,0.4231,19.7,67.9,12.4
"772","NC","RUTHERFORD COLLEGE","Municipality",563.6,10.31,NA,NA,NA,NA,512,621,621,0,-1,-1,NA,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1223,532.336852979942,43400,53719,0.4425,8.6,66.9,24.5
"773","NC","RUTHERFORDTON","Municipality",1512.54,306.45,7500,0,0,NA,1859,1400,1400,1400,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3631,881.365524807745,46144,59805,0.48,8.7,57.5,33.8
"774","NC","SALEMBURG","Municipality",407.14,52.18,0,9.65,0,NA,177,252,252,252,-1,0,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,455,466.507313122674,38750,52110,0.4382,0.8,70.5,28.8
"775","NC","SALISBURY","Municipality",9898.07,1622.79,1453.8,0,1436.843,NA,12401,11100,6650,11000,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,1,0,NA,NA,1,36215,1659.97033166738,43364,63820,0.5042,12.3,62.7,25.1
"776","NC","SALUDA","Municipality",301.57,77.37,NA,NA,NA,NA,356,508,464,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,628,403.758620799081,42197,61083,0.4421,9.1,45.7,45.1
"777","NC","SANDY CREEK","Municipality",NA,NA,NA,NA,NA,NA,101,NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,250,175.271625592915,43125,60091,0.5109,24.1,70.6,5.3
