"B19083_001E","B19083_001M","GEO_ID","NAME"
"Estimate!!Gini Index","Margin of Error!!Gini Index","id","Geographic Area Name"
"0.4039","0.0433","1600000US3738220","Lillington town, North Carolina"
"0.4607","0.0367","1600000US3738320","Lincolnton city, North Carolina"
"0.4261","0.1438","1600000US3738360","Linden town, North Carolina"
"0.4240","0.1810","1600000US3738420","Linville CDP, North Carolina"
"0.5617","0.1337","1600000US3738680","Littleton town, North Carolina"
"0.3649","0.0397","1600000US3738860","Locust city, North Carolina"
"0.4943","0.2054","1600000US3739060","Long Creek CDP, North Carolina"
"0.3863","0.0624","1600000US3739280","Long View town, North Carolina"
"0.5182","0.1268","1600000US3739360","Louisburg town, North Carolina"
"0.4025","0.1642","1600000US3739420","Love Valley town, North Carolina"
"0.4243","0.0355","1600000US3739480","Lowell city, North Carolina"
"0.3769","0.0844","1600000US3739520","Lowesville CDP, North Carolina"
"0.3847","0.1711","1600000US3739540","Lowgap CDP, North Carolina"
"0.4036","0.0528","1600000US3739600","Lucama town, North Carolina"
"0.3618","0.1022","1600000US3739680","Lumber Bridge town, North Carolina"
"0.5116","0.0245","1600000US3739700","Lumberton city, North Carolina"
"0.4216","0.0790","1600000US3739880","McAdenville town, North Carolina"
"0.4990","0.1122","1600000US3739960","Macclesfield town, North Carolina"
"0.4936","0.1135","1600000US3740140","McDonald town, North Carolina"
"0.4009","0.1341","1600000US3740240","McFarlan town, North Carolina"
"0.3832","0.0643","1600000US3740460","McLeansville CDP, North Carolina"
"0.3080","0.1212","1600000US3740540","Macon town, North Carolina"
"0.3985","0.0466","1600000US3740560","Madison town, North Carolina"
"0.3661","0.0331","1600000US3740600","Maggie Valley town, North Carolina"
"0.4439","0.0489","1600000US3740640","Magnolia town, North Carolina"
"0.3476","0.0716","1600000US3740660","Maiden town, North Carolina"
"0.3738","0.1319","1600000US3740860","Mamers CDP, North Carolina"
"0.3742","0.0919","1600000US3740980","Manns Harbor CDP, North Carolina"
"0.4538","0.0527","1600000US3741060","Manteo town, North Carolina"
"0.3630","0.1773","1600000US3741220","Marble CDP, North Carolina"
"0.4170","0.0687","1600000US3741380","Marietta town, North Carolina"
"0.4229","0.0623","1600000US3741420","Marion city, North Carolina"
"0.3712","0.0432","1600000US3741540","Mar-Mac CDP, North Carolina"
"0.4458","0.0594","1600000US3741580","Marshall town, North Carolina"
"0.4474","0.2101","1600000US3741600","Marshallberg CDP, North Carolina"
"0.4300","0.0477","1600000US3741620","Mars Hill town, North Carolina"
"0.3558","0.0548","1600000US3741640","Marshville town, North Carolina"
"0.4498","0.0461","1600000US3741720","Marvin village, North Carolina"
"0.4178","0.0216","1600000US3741960","Matthews town, North Carolina"
"0.4553","0.0727","1600000US3742000","Maury CDP, North Carolina"
"0.4896","0.0368","1600000US3742020","Maxton town, North Carolina"
"0.4852","0.0323","1600000US3742060","Mayodan town, North Carolina"
"0.3545","0.0425","1600000US3742100","Maysville town, North Carolina"
"0.4372","0.0343","1600000US3742240","Mebane city, North Carolina"
"0.4452","0.1209","1600000US3742480","Mesic town, North Carolina"
"0.5275","0.0875","1600000US3742620","Micro town, North Carolina"
"0.4699","0.2595","1600000US3742640","Middleburg town, North Carolina"
"0.4235","0.0498","1600000US3742700","Middlesex town, North Carolina"
"0.3161","0.0432","1600000US3742760","Midland town, North Carolina"
"0.3611","0.0363","1600000US3742860","Midway town, North Carolina"
"0.3815","0.0436","1600000US3743160","Millers Creek CDP, North Carolina"
"0.3678","0.1056","1600000US3743200","Millingport CDP, North Carolina"
"0.4284","0.0278","1600000US3743260","Mills River town, North Carolina"
"0.5865","0.2087","1600000US3743300","Milton town, North Carolina"
"0.2104","0.1125","1600000US3743320","Milwaukee CDP, North Carolina"
"0.4530","0.0704","1600000US3743360","Mineral Springs town, North Carolina"
"0.5073","0.0915","1600000US3743440","Minnesott Beach town, North Carolina"
"0.3966","0.0268","1600000US3743480","Mint Hill town, North Carolina"
"0.4768","0.0800","1600000US3743580","Misenheimer village, North Carolina"
"0.4769","0.0465","1600000US3743720","Mocksville town, North Carolina"
"0.5407","0.0832","1600000US3743860","Momeyer town, North Carolina"
"0.3888","0.1233","1600000US3743880","Moncure CDP, North Carolina"
"0.4110","0.0219","1600000US3743920","Monroe city, North Carolina"
"0.1844","0.1055","1600000US3744100","Montreat town, North Carolina"
"0.4669","0.1112","1600000US3744160","Mooresboro town, North Carolina"
"0.4263","0.0235","1600000US3744220","Mooresville town, North Carolina"
"0.3973","0.0792","1600000US3744280","Moravian Falls CDP, North Carolina"
"0.4976","0.0435","1600000US3744320","Morehead City town, North Carolina"
"0.4854","0.0409","1600000US3744400","Morganton city, North Carolina"
"0.3759","0.0290","1600000US3744520","Morrisville town, North Carolina"
"0.2961","0.1040","1600000US3744560","Morven town, North Carolina"
"0.4068","0.0594","1600000US3744700","Mountain Home CDP, North Carolina"
"0.3327","0.0407","1600000US3744770","Mountain View CDP, North Carolina"
"0.5512","0.0755","1600000US3744800","Mount Airy city, North Carolina"
"0.4375","0.0693","1600000US3744900","Mount Gilead town, North Carolina"
"0.4347","0.0264","1600000US3744960","Mount Holly city, North Carolina"
"0.5325","0.1168","1600000US3745100","Mount Olive town, North Carolina"
"0.4062","0.0460","1600000US3745140","Mount Pleasant town, North Carolina"
"0.3286","0.0507","1600000US3745460","Moyock CDP, North Carolina"
"0.4224","0.0873","1600000US3745560","Mulberry CDP, North Carolina"
"0.5205","0.1322","1600000US3745640","Murfreesboro town, North Carolina"
"0.4857","0.0685","1600000US3745660","Murphy town, North Carolina"
"0.4025","0.0507","1600000US3745720","Murraysville CDP, North Carolina"
"0.4561","0.0449","1600000US3745840","Myrtle Grove CDP, North Carolina"
"0.4175","0.0783","1600000US3745880","Nags Head town, North Carolina"
"0.3962","0.0809","1600000US3746000","Nashville town, North Carolina"
"0.3776","0.0467","1600000US3746060","Navassa town, North Carolina"
"0.4470","0.0842","1600000US3746100","Nebo CDP, North Carolina"
"0.3551","0.0685","1600000US3746280","Neuse Forest CDP, North Carolina"
"0.4806","0.0191","1600000US3746340","New Bern city, North Carolina"
"0.3468","0.0749","1600000US3746650","New Hope CDP, North Carolina"
"0.4114","0.0744","1600000US3746740","Newland town, North Carolina"
"0.4075","0.0846","1600000US3746820","New London town, North Carolina"
"0.3999","0.0442","1600000US3746860","Newport town, North Carolina"
"0.3786","0.0289","1600000US3747000","Newton city, North Carolina"
"0.4759","0.1058","1600000US3747020","Newton Grove town, North Carolina"
"0.4699","0.0458","1600000US3747240","Norlina town, North Carolina"
"0.3084","0.1324","1600000US3747260","Norman town, North Carolina"
"0.4150","0.0843","1600000US3747485","Northchase CDP, North Carolina"
"0.3182","0.0627","1600000US3747695","Northlakes CDP, North Carolina"
"0.5318","0.0759","1600000US3747845","North Topsail Beach town, North Carolina"
"0.4154","0.0646","1600000US3747860","Northwest city, North Carolina"
"0.5755","0.0805","1600000US3747880","North Wilkesboro town, North Carolina"
"0.4514","0.0750","1600000US3747980","Norwood town, North Carolina"
"0.3548","0.0411","1600000US3748040","Oakboro town, North Carolina"
"0.2230","0.1126","1600000US3748060","Oak City town, North Carolina"
"0.4414","0.0311","1600000US3748345","Oak Island town, North Carolina"
"0.3683","0.0340","1600000US3748480","Oak Ridge town, North Carolina"
"0.4995","0.0631","1600000US3748700","Ocean Isle Beach town, North Carolina"
"0.3319","0.0978","1600000US3748740","Ocracoke CDP, North Carolina"
"0.4603","0.0909","1600000US3748790","Ogden CDP, North Carolina"
"0.4811","0.0811","1600000US3748920","Old Fort town, North Carolina"
"0.3132","0.2214","1600000US3748940","Old Hundred CDP, North Carolina"
"0.4150","0.0485","1600000US3749380","Oriental town, North Carolina"
"0.4237","0.2208","1600000US3749460","Orrum town, North Carolina"
"0.3588","0.0676","1600000US3749600","Ossipee town, North Carolina"
"0.4511","0.0292","1600000US3749800","Oxford city, North Carolina"
"0.3782","0.1801","1600000US3750080","Pantego town, North Carolina"
"0.4013","0.0552","1600000US3750340","Parkton town, North Carolina"
"0.3617","0.0556","1600000US3750540","Parmele town, North Carolina"
"0.5844","0.1392","1600000US3750700","Patterson Springs town, North Carolina"
"0.4327","0.0672","1600000US3750820","Peachland town, North Carolina"
"0.4234","0.0538","1600000US3751040","Peletier town, North Carolina"
"0.5396","0.0453","1600000US3751080","Pembroke town, North Carolina"
"0.4196","0.1087","1600000US3751780","Pikeville town, North Carolina"
"0.5297","0.0631","1600000US3751820","Pilot Mountain town, North Carolina"
"0.2875","0.0376","1600000US3751840","Pinebluff town, North Carolina"
"0.4383","0.0336","1600000US3751940","Pinehurst village, North Carolina"
"0.4439","0.0513","1600000US3752000","Pine Knoll Shores town, North Carolina"
"0.3534","0.0398","1600000US3752020","Pine Level town, North Carolina"
"0.4587","0.0782","1600000US3752140","Pinetops town, North Carolina"
"0.3519","0.2165","1600000US3752160","Pinetown CDP, North Carolina"
"0.4420","0.0314","1600000US3752220","Pineville town, North Carolina"
"0.3794","0.0350","1600000US3752260","Piney Green CDP, North Carolina"
"0.3826","0.0879","1600000US3752400","Pink Hill town, North Carolina"
"0.2798","0.1172","1600000US3752500","Pinnacle CDP, North Carolina"
"0.4497","0.0514","1600000US3752660","Pittsboro town, North Carolina"
"0.3420","0.0754","1600000US3752685","Plain View CDP, North Carolina"
"0.4023","0.0970","1600000US3752760","Pleasant Garden town, North Carolina"
"0.2044","0.1100","1600000US3752920","Pleasant Hill CDP, North Carolina"
"0.5848","0.1160","1600000US3753040","Plymouth town, North Carolina"
"0.3578","0.0752","1600000US3753140","Polkton town, North Carolina"
"0.4058","0.0901","1600000US3753160","Polkville city, North Carolina"
"0.4148","0.0909","1600000US3753200","Pollocksville town, North Carolina"
"0.4378","0.0615","1600000US3753475","Porters Neck CDP, North Carolina"
"0.3449","0.1761","1600000US3753580","Potters Hill CDP, North Carolina"
"0.2337","0.1031","1600000US3753680","Powellsville town, North Carolina"
"0.4651","0.0547","1600000US3753820","Princeton town, North Carolina"
"0.4117","0.0643","1600000US3753840","Princeville town, North Carolina"
"0.4311","0.0834","1600000US3753900","Proctorville town, North Carolina"
"0.4305","0.0881","1600000US3753950","Prospect CDP, North Carolina"
"0.2729","0.0627","1600000US3754160","Pumpkin Center CDP, North Carolina"
"0.4807","0.0373","1600000US3754580","Raeford city, North Carolina"
"0.4334","0.0880","1600000US3754600","Raemon CDP, North Carolina"
"0.4682","0.0082","1600000US3755000","Raleigh city, North Carolina"
"0.4233","0.0690","1600000US3755040","Ramseur town, North Carolina"
"0.4582","0.0700","1600000US3755080","Randleman city, North Carolina"
"0.3983","0.0772","1600000US3755260","Ranlo town, North Carolina"
"0.5413","0.1615","1600000US3755340","Raynham town, North Carolina"
"0.4066","0.0487","1600000US3755460","Red Cross town, North Carolina"
"0.4678","0.0960","1600000US3755640","Red Oak town, North Carolina"
"0.5044","0.0457","1600000US3755660","Red Springs town, North Carolina"
"0.4381","0.0266","1600000US3755900","Reidsville city, North Carolina"
"0.5385","0.1326","1600000US3755940","Rennert town, North Carolina"
"-","**","1600000US3756100","Rex CDP, North Carolina"
"0.4495","0.0700","1600000US3756240","Rhodhiss town, North Carolina"
"0.3112","0.0756","1600000US3756340","Richfield town, North Carolina"
"0.4326","0.0444","1600000US3756360","Richlands town, North Carolina"
"0.4980","0.0844","1600000US3756440","Rich Square town, North Carolina"
"0.3713","0.1341","1600000US3756600","Riegelwood CDP, North Carolina"
"0.3936","0.0467","1600000US3756710","River Bend town, North Carolina"
"0.5312","0.0671","1600000US3756815","River Road CDP, North Carolina"
"0.4842","0.0337","1600000US3756900","Roanoke Rapids city, North Carolina"
"0.4820","0.1351","1600000US3757000","Robbins town, North Carolina"
"0.4906","0.0940","1600000US3757020","Robbinsville town, North Carolina"
"0.2638","0.1492","1600000US3757039","Roberdel CDP, North Carolina"
"0.3779","0.0665","1600000US3757100","Robersonville town, North Carolina"
"0.3335","0.0502","1600000US3757200","Rockfish CDP, North Carolina"
"0.4850","0.0398","1600000US3757260","Rockingham city, North Carolina"
"0.3413","0.0399","1600000US3757340","Rockwell town, North Carolina"
"0.4760","0.0279","1600000US3757500","Rocky Mount city, North Carolina"
"0.5362","0.0961","1600000US3757540","Rocky Point CDP, North Carolina"
"0.3526","0.1437","1600000US3757580","Rodanthe CDP, North Carolina"
"0.3442","0.0473","1600000US3757640","Rolesville town, North Carolina"
"0.4217","0.0572","1600000US3757700","Ronda town, North Carolina"
"0.4422","0.1165","1600000US3757740","Roper town, North Carolina"
"0.4246","0.0522","1600000US3757800","Roseboro town, North Carolina"
"0.3782","0.0409","1600000US3757860","Rose Hill town, North Carolina"
"0.3243","0.1258","1600000US3758020","Rosman town, North Carolina"
"0.3492","0.0956","1600000US3758040","Rougemont CDP, North Carolina"
"0.4506","0.0543","1600000US3758140","Rowland town, North Carolina"
"0.5555","0.1391","1600000US3758160","Roxboro city, North Carolina"
"0.4691","0.1137","1600000US3758180","Roxobel town, North Carolina"
"0.3398","0.0489","1600000US3758260","Royal Pines CDP, North Carolina"
"0.4147","0.1726","1600000US3758340","Ruffin CDP, North Carolina"
"0.4973","0.1746","1600000US3758360","Rural Hall town, North Carolina"
"0.4231","0.0707","1600000US3758420","Ruth town, North Carolina"
"0.4425","0.0627","1600000US3758440","Rutherford College town, North Carolina"
"0.4800","0.0653","1600000US3758460","Rutherfordton town, North Carolina"
"0.3699","0.0625","1600000US3758620","St. Helena village, North Carolina"
"0.4444","0.0524","1600000US3758630","St. James town, North Carolina"
"0.4111","0.0319","1600000US3758720","St. Pauls town, North Carolina"
"0.3898","0.0384","1600000US3758730","St. Stephens CDP, North Carolina"
"0.3912","0.0890","1600000US3758740","Salem CDP, North Carolina"
"0.4382","0.0893","1600000US3758840","Salemburg town, North Carolina"
"0.5042","0.0272","1600000US3758860","Salisbury city, North Carolina"
"0.4421","0.0592","1600000US3758920","Saluda city, North Carolina"
"0.3510","0.1293","1600000US3758940","Salvo CDP, North Carolina"
"0.5109","0.1671","1600000US3759090","Sandy Creek town, North Carolina"
"0.4714","0.0930","1600000US3759135","Sandyfield town, North Carolina"
"0.4641","0.0331","1600000US3759280","Sanford city, North Carolina"
"0.4257","0.0596","1600000US3759340","Saratoga town, North Carolina"
"0.4055","0.0506","1600000US3759540","Sawmills town, North Carolina"
"0.3699","0.0519","1600000US3759580","Saxapahaw CDP, North Carolina"
"0.3281","0.1188","1600000US3759765","Scotch Meadows CDP, North Carolina"
"0.5650","0.0639","1600000US3759780","Scotland Neck town, North Carolina"
"0.6743","0.1814","1600000US3759980","Seaboard town, North Carolina"
"0.5348","0.0925","1600000US3760000","Sea Breeze CDP, North Carolina"
"0.2590","0.1167","1600000US3760080","Seagrove town, North Carolina"
"0.3938","0.0586","1600000US3760180","Sedalia town, North Carolina"
"0.4694","0.0638","1600000US3760320","Selma town, North Carolina"
"0.4173","0.0668","1600000US3760505","Seven Devils town, North Carolina"
"0.4577","0.0694","1600000US3760515","Seven Lakes CDP, North Carolina"
"0.2815","0.1419","1600000US3760540","Seven Springs town, North Carolina"
"0.3545","0.0710","1600000US3760560","Severn town, North Carolina"
"0.4729","0.0693","1600000US3760800","Shallotte town, North Carolina"
"0.3349","0.1942","1600000US3760940","Shannon CDP, North Carolina"
"0.4637","0.0985","1600000US3761060","Sharpsburg town, North Carolina"
"0.4684","0.0323","1600000US3761200","Shelby city, North Carolina"
"0.5232","0.1179","1600000US3761860","Siler City town, North Carolina"
"0.3520","0.1137","1600000US3761920","Silver City CDP, North Carolina"
"0.3756","0.0542","1600000US3761950","Silver Lake CDP, North Carolina"
"0.4278","0.0687","1600000US3762040","Simpson village, North Carolina"
"0.3005","0.0673","1600000US3762060","Sims town, North Carolina"
"0.3973","0.0690","1600000US3762190","Skippers Corner CDP, North Carolina"
"0.5374","0.0483","1600000US3762520","Smithfield town, North Carolina"
"0.1096","0.0645","1600000US3762580","Smithtown CDP, North Carolina"
"0.5289","0.1570","1600000US3762680","Sneads Ferry CDP, North Carolina"
"0.4714","0.0302","1600000US3762760","Snow Hill town, North Carolina"
"0.5101","0.0388","1600000US3763120","Southern Pines town, North Carolina"
"0.4325","0.0736","1600000US3763130","Southern Shores town, North Carolina"
"0.5051","0.1021","1600000US3763240","South Henderson CDP, North Carolina"
"0.4588","0.1287","1600000US3763340","South Mills CDP, North Carolina"
"0.3746","0.0834","1600000US3763360","Southmont CDP, North Carolina"
"0.4954","0.0830","1600000US3763400","Southport city, North Carolina"
"0.5425","0.0762","1600000US3763470","South Rosemary CDP, North Carolina"
"0.4569","0.1962","1600000US3763560","South Weldon CDP, North Carolina"
"0.4254","0.0508","1600000US3763680","Sparta town, North Carolina"
"0.4534","0.1395","1600000US3763720","Speed town, North Carolina"
"0.4583","0.1392","1600000US3763760","Spencer town, North Carolina"
"-","**","1600000US3763780","Spencer Mountain town, North Carolina"
"0.4158","0.0470","1600000US3763880","Spindale town, North Carolina"
"0.3505","0.1782","1600000US3763920","Spivey's Corner CDP, North Carolina"
"0.3305","0.0381","1600000US3764000","Spout Springs CDP, North Carolina"
"0.3511","0.0705","1600000US3764050","Springdale CDP, North Carolina"
"0.4380","0.0381","1600000US3764160","Spring Hope town, North Carolina"
"0.4526","0.0548","1600000US3764180","Spring Lake town, North Carolina"
"0.5663","0.0931","1600000US3764260","Spruce Pine town, North Carolina"
"0.3307","0.0655","1600000US3764380","Staley town, North Carolina"
"0.3755","0.0228","1600000US3764420","Stallings town, North Carolina"
"0.4186","0.0840","1600000US3764460","Stanfield town, North Carolina"
"0.3583","0.0335","1600000US3764500","Stanley town, North Carolina"
"0.4915","0.1141","1600000US3764560","Stantonsburg town, North Carolina"
"0.3937","0.0380","1600000US3764580","Star town, North Carolina"
"0.4549","0.0273","1600000US3764740","Statesville city, North Carolina"
"0.3511","0.0757","1600000US3764840","Stedman town, North Carolina"
"0.4367","0.1380","1600000US3764940","Stem town, North Carolina"
"0.1967","0.0664","1600000US3765020","Stokes CDP, North Carolina"
"0.4134","0.0459","1600000US3765040","Stokesdale town, North Carolina"
"0.4204","0.0725","1600000US3765100","Stoneville town, North Carolina"
"0.5709","0.2128","1600000US3765120","Stonewall town, North Carolina"
"0.2732","0.0820","1600000US3765260","Stony Point CDP, North Carolina"
"0.3677","0.0716","1600000US3765320","Stovall town, North Carolina"
"0.3836","0.0554","1600000US3765530","Sugar Mountain village, North Carolina"
"0.4643","0.0410","1600000US3765580","Summerfield town, North Carolina"
"0.1467","0.0459","1600000US3765700","Sunbury CDP, North Carolina"
"0.4477","0.0528","1600000US3765900","Sunset Beach town, North Carolina"
"0.4724","0.0603","1600000US3766040","Surf City town, North Carolina"
"0.3532","0.0363","1600000US3766280","Swannanoa CDP, North Carolina"
"0.2691","0.1163","1600000US3766340","Swan Quarter CDP, North Carolina"
"0.3915","0.0560","1600000US3766360","Swansboro town, North Carolina"
"0.3641","0.0382","1600000US3766460","Swepsonville town, North Carolina"
"0.4513","0.0697","1600000US3766500","Sylva town, North Carolina"
"0.4950","0.0606","1600000US3766520","Tabor City town, North Carolina"
"0.4850","0.0326","1600000US3766700","Tarboro town, North Carolina"
"0.5352","0.1007","1600000US3766740","Tar Heel town, North Carolina"
"0.5730","0.0801","1600000US3766960","Taylorsville town, North Carolina"
"0.3978","0.0505","1600000US3766980","Taylortown town, North Carolina"
"0.2997","0.0821","1600000US3767000","Teachey town, North Carolina"
"0.3975","0.0245","1600000US3767420","Thomasville city, North Carolina"
"0.4291","0.0716","1600000US3767700","Toast CDP, North Carolina"
"0.3552","0.0411","1600000US3767720","Tobaccoville village, North Carolina"
"0.5475","0.0798","1600000US3768040","Topsail Beach town, North Carolina"
"0.4396","0.0704","1600000US3768320","Trenton town, North Carolina"
"0.4450","0.0496","1600000US3768340","Trent Woods town, North Carolina"
"0.4465","0.0721","1600000US3768400","Trinity city, North Carolina"
"0.4551","0.0513","1600000US3768500","Troutman town, North Carolina"
"0.4800","0.0585","1600000US3768520","Troy town, North Carolina"
"0.4227","0.0495","1600000US3768580","Tryon town, North Carolina"
"0.3885","0.1634","1600000US3768740","Turkey town, North Carolina"
"0.3934","0.0535","1600000US3769020","Tyro CDP, North Carolina"
"0.3917","0.0391","1600000US3769260","Unionville town, North Carolina"
"0.4131","0.0565","1600000US3769520","Valdese town, North Carolina"
"0.3017","0.0870","1600000US3769600","Valle Crucis CDP, North Carolina"
"0.3536","0.0651","1600000US3769640","Valley Hill CDP, North Carolina"
"0.4030","0.0566","1600000US3769680","Vanceboro town, North Carolina"
"0.5418","0.0912","1600000US3769720","Vandemere town, North Carolina"
"0.4118","0.1121","1600000US3769740","Vander CDP, North Carolina"
"0.3430","0.3455","1600000US3769755","Vann Crossroads CDP, North Carolina"
"0.3329","0.1019","1600000US3769795","Varnamtown town, North Carolina"
"0.3861","0.0390","1600000US3769840","Vass town, North Carolina"
"0.4564","0.0940","1600000US3770320","Waco town, North Carolina"
"0.5265","0.0927","1600000US3770340","Wade town, North Carolina"
"0.4792","0.0664","1600000US3770380","Wadesboro town, North Carolina"
"0.4287","0.0585","1600000US3770480","Wagram town, North Carolina"
"0.3664","0.0223","1600000US3770540","Wake Forest town, North Carolina"
"0.1923","0.1901","1600000US3770580","Wakulla CDP, North Carolina"
"0.4106","0.0317","1600000US3770660","Walkertown town, North Carolina"
"0.4043","0.0585","1600000US3770720","Wallace town, North Carolina"
"0.3566","0.0356","1600000US3770740","Wallburg town, North Carolina"
"0.4373","0.0538","1600000US3770780","Walnut Cove town, North Carolina"
"0.4190","0.0583","1600000US3770820","Walnut Creek village, North Carolina"
"0.3916","0.0752","1600000US3770860","Walstonburg town, North Carolina"
"0.3336","0.0625","1600000US3770920","Wanchese CDP, North Carolina"
"0.4797","0.0473","1600000US3771100","Warrenton town, North Carolina"
"0.3982","0.0630","1600000US3771160","Warsaw town, North Carolina"
"0.5387","0.0685","1600000US3771220","Washington city, North Carolina"
"0.3997","0.0688","1600000US3771240","Washington Park town, North Carolina"
"0.3962","0.0822","1600000US3771320","Watha town, North Carolina"
"0.5085","0.2715","1600000US3771440","Waves CDP, North Carolina"
"0.3572","0.0176","1600000US3771460","Waxhaw town, North Carolina"
"0.4662","0.0516","1600000US3771500","Waynesville town, North Carolina"
"0.3831","0.0337","1600000US3771560","Weaverville town, North Carolina"
"0.5174","0.1147","1600000US3771600","Webster town, North Carolina"
"0.4093","0.0456","1600000US3771680","Weddington town, North Carolina"
"0.3715","0.0449","1600000US3771760","Welcome CDP, North Carolina"
"0.4433","0.0488","1600000US3771780","Weldon town, North Carolina"
"0.4056","0.0498","1600000US3771860","Wendell town, North Carolina"
"0.4009","0.0417","1600000US3771900","Wentworth town, North Carolina"
"0.3754","0.0408","1600000US3771940","Wesley Chapel village, North Carolina"
"0.4482","0.0553","1600000US3772150","West Canton CDP, North Carolina"
"0.4250","0.0410","1600000US3772540","West Jefferson town, North Carolina"
"0.3664","0.0561","1600000US3772600","West Marion CDP, North Carolina"
"0.3883","0.0409","1600000US3772755","Westport CDP, North Carolina"
"0.3447","0.0358","1600000US3773140","Whispering Pines village, North Carolina"
"0.4172","0.0456","1600000US3773160","Whitakers town, North Carolina"
"0.5089","0.0686","1600000US3773300","White Lake town, North Carolina"
"0.2809","0.1355","1600000US3773320","White Oak CDP, North Carolina"
"0.3130","0.0506","1600000US3773460","White Plains CDP, North Carolina"
"0.5081","0.0525","1600000US3773660","Whiteville city, North Carolina"
"0.4049","0.0529","1600000US3773760","Whitsett town, North Carolina"
"-","**","1600000US3773780","Whittier CDP, North Carolina"
"0.4527","0.0384","1600000US3774020","Wilkesboro town, North Carolina"
"0.5695","0.0868","1600000US3774220","Williamston town, North Carolina"
"0.5254","0.0184","1600000US3774440","Wilmington city, North Carolina"
"0.4858","0.0208","1600000US3774540","Wilson city, North Carolina"
"0.3516","0.0550","1600000US3774580","Wilson's Mills town, North Carolina"
"0.6004","0.0955","1600000US3774680","Windsor town, North Carolina"
"0.4720","0.1657","1600000US3774720","Winfall town, North Carolina"
"0.4874","0.0619","1600000US3774760","Wingate town, North Carolina"
"0.5091","0.0098","1600000US3775000","Winston-Salem city, North Carolina"
"0.4502","0.0497","1600000US3775060","Winterville town, North Carolina"
"0.4427","0.0521","1600000US3775080","Winton town, North Carolina"
"0.5077","0.0770","1600000US3775280","Woodfin town, North Carolina"
"0.4921","0.0753","1600000US3775340","Woodland town, North Carolina"
"0.3300","0.0768","1600000US3775375","Woodlawn CDP, North Carolina"
"0.3402","0.0394","1600000US3775780","Wrightsboro CDP, North Carolina"
"0.5013","0.0586","1600000US3775820","Wrightsville Beach town, North Carolina"
"0.2038","0.1268","1600000US3775880","Yadkin College CDP, North Carolina"
"0.3867","0.0452","1600000US3775960","Yadkinville town, North Carolina"
"0.4485","0.0664","1600000US3776000","Yanceyville town, North Carolina"
"0.3949","0.0574","1600000US3776200","Youngsville town, North Carolina"
"0.4570","0.0564","1600000US3776220","Zebulon town, North Carolina"
